"DESTINATION","PREFIX","RATE"
"Poland - Non-TP",48422371,"0,029"
"Poland - Non-TP",48422372,"0,029"
"Poland - Non-TP",48422373,"0,029"
"Poland - Non-TP",48422374,"0,029"
"Poland - Non-TP",48422375,"0,029"
"Poland - Non-TP",4842238,"0,029"
"Poland - Non-TP",4842240,"0,029"
"Poland - Non-TP",4842241,"0,029"
"Poland - Non-TP",4842242,"0,029"
"Poland - Non-TP",4842244,"0,029"
"Poland - Non-TP",484227,"0,029"
"Poland - Non-TP",48422801,"0,029"
"Poland - Non-TP",48422802,"0,029"
"Poland - Non-TP",48422803,"0,029"
"Poland - Non-TP",48422805,"0,029"
"Poland - Non-TP",48422806,"0,029"
"Poland - Non-TP",48422807,"0,029"
"Poland - Non-TP",48422809,"0,029"
"Poland - Non-TP",48422822,"0,029"
"Poland - Non-TP",48422823,"0,029"
"Poland - Non-TP",48422824,"0,029"
"Poland - Non-TP",48422825,"0,029"
"Poland - Non-TP",48422827,"0,029"
"Poland - Non-TP",48422828,"0,029"
"Poland - Non-TP",4842288,"0,029"
"Poland - Non-TP",48422891,"0,029"
"Poland - Non-TP",48422893,"0,029"
"Poland - Non-TP",48422894,"0,029"
"Poland - Non-TP",48422895,"0,029"
"Poland - Non-TP",48422896,"0,029"
"Poland - Non-TP",48422898,"0,029"
"Poland - Non-TP",4842290,"0,029"
"Poland - Non-TP",4842291,"0,029"
"Poland - Non-TP",4842292,"0,029"
"Poland - Non-TP",4842293,"0,029"
"Poland - Non-TP",4842295,"0,029"
"Poland - Non-TP",4842296,"0,029"
"Poland - Non-TP",4842297,"0,029"
"Poland - Non-TP",48422980,"0,029"
"Poland - Non-TP",48422982,"0,029"
"Poland - Non-TP",48422983,"0,029"
"Poland - Non-TP",48422985,"0,029"
"Poland - Non-TP",48422986,"0,029"
"Poland - Non-TP",48422988,"0,029"
"Poland - Non-TP",48422989,"0,029"
"Poland - Non-TP",4842299,"0,029"
"Poland - Non-TP",48423067,"0,029"
"Poland - Non-TP",4842661,"0,029"
"Poland - Non-TP",48427502,"0,029"
"Poland - Non-TP",48427503,"0,029"
"Poland - Non-TP",48427504,"0,029"
"Poland - Non-TP",4842888,"0,029"
"Poland - Non-TP",48429420,"0,029"
"Poland - Non-TP",48429422,"0,029"
"Poland - Non-TP",48429429,"0,029"
"Poland - Non-TP",48433070,"0,029"
"Poland - Non-TP",48433071,"0,029"
"Poland - Non-TP",48433072,"0,029"
"Poland - Non-TP",4843333,"0,029"
"Poland - Non-TP",48436500,"0,029"
"Poland - Non-TP",48436502,"0,029"
"Poland - Non-TP",48436503,"0,029"
"Poland - Non-TP",48436504,"0,029"
"Poland - Non-TP",48436505,"0,029"
"Poland - Non-TP",48436508,"0,029"
"Poland - Non-TP",48436509,"0,029"
"Poland - Non-TP",48436511,"0,029"
"Poland - Non-TP",48436512,"0,029"
"Poland - Non-TP",48436531,"0,029"
"Poland - Non-TP",48436532,"0,029"
"Poland - Non-TP",48436541,"0,029"
"Poland - Non-TP",48436542,"0,029"
"Poland - Non-TP",48436551,"0,029"
"Poland - Non-TP",48436552,"0,029"
"Poland - Non-TP",48436553,"0,029"
"Poland - Non-TP",48436554,"0,029"
"Poland - Non-TP",48436556,"0,029"
"Poland - Non-TP",48436558,"0,029"
"Poland - Non-TP",4843656,"0,029"
"Poland - Non-TP",48436572,"0,029"
"Poland - Non-TP",48436573,"0,029"
"Poland - Non-TP",48436591,"0,029"
"Poland - Non-TP",48436592,"0,029"
"Poland - Non-TP",48436594,"0,029"
"Poland - Non-TP",48436595,"0,029"
"Poland - Non-TP",48436701,"0,029"
"Poland - Non-TP",48438462,"0,029"
"Poland - Non-TP",48438710,"0,029"
"Poland - Non-TP",48438721,"0,029"
"Poland - Non-TP",48438724,"0,029"
"Poland - Non-TP",4843881,"0,029"
"Poland - Non-TP",4843882,"0,029"
"Poland - Non-TP",4843886,"0,029"
"Poland - Non-TP",48438888,"0,029"
"Poland - Non-TP",48443067,"0,029"
"Poland - Non-TP",48443070,"0,029"
"Poland - Non-TP",48443072,"0,029"
"Poland - Non-TP",48443073,"0,029"
"Poland - Non-TP",48446182,"0,029"
"Poland - Non-TP",48447107,"0,029"
"Poland - Non-TP",48447111,"0,029"
"Poland - Non-TP",48447120,"0,029"
"Poland - Non-TP",48447124,"0,029"
"Poland - Non-TP",48447131,"0,029"
"Poland - Non-TP",48447132,"0,029"
"Poland - Non-TP",48447133,"0,029"
"Poland - Non-TP",48612787,"0,029"
"Poland - Non-TP",4861279,"0,029"
"Poland - Non-TP",48613067,"0,029"
"Poland - Non-TP",4861307,"0,029"
"Poland - Non-TP",48614152,"0,029"
"Poland - Non-TP",48614153,"0,029"
"Poland - Non-TP",48614155,"0,029"
"Poland - Non-TP",48614159,"0,029"
"Poland - Non-TP",48614311,"0,029"
"Poland - Non-TP",48614312,"0,029"
"Poland - Non-TP",4861440,"0,029"
"Poland - Non-TP",4861447,"0,029"
"Poland - Non-TP",4861448,"0,029"
"Poland - Non-TP",48614491,"0,029"
"Poland - Non-TP",48614492,"0,029"
"Poland - Non-TP",4861468,"0,029"
"Poland - Non-TP",4861478,"0,029"
"Poland - Non-TP",4861479,"0,029"
"Poland - Non-TP",48616100,"0,029"
"Poland - Non-TP",48616101,"0,029"
"Poland - Non-TP",48616102,"0,029"
"Poland - Non-TP",48616103,"0,029"
"Poland - Non-TP",48616104,"0,029"
"Poland - Non-TP",48616107,"0,029"
"Poland - Non-TP",48616108,"0,029"
"Poland - Non-TP",48616109,"0,029"
"Poland - Non-TP",4861611,"0,029"
"Poland - Non-TP",48616210,"0,029"
"Poland - Non-TP",48616211,"0,029"
"Poland - Non-TP",48616212,"0,029"
"Poland - Non-TP",4861622,"0,029"
"Poland - Non-TP",4861623,"0,029"
"Poland - Non-TP",4861624,"0,029"
"Poland - Non-TP",4861625,"0,029"
"Poland - Non-TP",4861626,"0,029"
"Poland - Non-TP",4861627,"0,029"
"Poland - Non-TP",4861628,"0,029"
"Poland - Non-TP",4861629,"0,029"
"Poland - Non-TP",4861630,"0,029"
"Poland - Non-TP",48616312,"0,029"
"Poland - Non-TP",4861632,"0,029"
"Poland - Non-TP",4861633,"0,029"
"Poland - Non-TP",48616341,"0,029"
"Poland - Non-TP",48616342,"0,029"
"Poland - Non-TP",48616343,"0,029"
"Poland - Non-TP",48616344,"0,029"
"Poland - Non-TP",48616345,"0,029"
"Poland - Non-TP",48616346,"0,029"
"Poland - Non-TP",48616347,"0,029"
"Poland - Non-TP",48616351,"0,029"
"Poland - Non-TP",48616352,"0,029"
"Poland - Non-TP",48616353,"0,029"
"Poland - Non-TP",48616354,"0,029"
"Poland - Non-TP",48616355,"0,029"
"Poland - Non-TP",4861636,"0,029"
"Poland - Non-TP",4861637,"0,029"
"Poland - Non-TP",4861639,"0,029"
"Poland - Non-TP",4861640,"0,029"
"Poland - Non-TP",4861641,"0,029"
"Poland - Non-TP",4861642,"0,029"
"Poland - Non-TP",4861643,"0,029"
"Poland - Non-TP",4861644,"0,029"
"Poland - Non-TP",4861645,"0,029"
"Poland - Non-TP",48616460,"0,029"
"Poland - Non-TP",48616461,"0,029"
"Poland - Non-TP",48616462,"0,029"
"Poland - Non-TP",48616463,"0,029"
"Poland - Non-TP",48616464,"0,029"
"Poland - Non-TP",48616465,"0,029"
"Poland - Non-TP",48616468,"0,029"
"Poland - Non-TP",48616469,"0,029"
"Poland - Non-TP",48616471,"0,029"
"Poland - Non-TP",48616472,"0,029"
"Poland - Non-TP",48616473,"0,029"
"Poland - Non-TP",48616474,"0,029"
"Poland - Non-TP",48616477,"0,029"
"Poland - Non-TP",4861648,"0,029"
"Poland - Non-TP",4861649,"0,029"
"Poland - Non-TP",486165,"0,029"
"Poland - Non-TP",4861661,"0,029"
"Poland - Non-TP",4861662,"0,029"
"Poland - Non-TP",4861663,"0,029"
"Poland - Non-TP",4861664,"0,029"
"Poland - Non-TP",48616660,"0,029"
"Poland - Non-TP",48616661,"0,029"
"Poland - Non-TP",48616662,"0,029"
"Poland - Non-TP",48616663,"0,029"
"Poland - Non-TP",48616666,"0,029"
"Poland - Non-TP",48616667,"0,029"
"Poland - Non-TP",48616668,"0,029"
"Poland - Non-TP",48616669,"0,029"
"Poland - Non-TP",4861668,"0,029"
"Poland - Non-TP",4861669,"0,029"
"Poland - Non-TP",4861670,"0,029"
"Poland - Non-TP",4861671,"0,029"
"Poland - Non-TP",48616721,"0,029"
"Poland - Non-TP",48616723,"0,029"
"Poland - Non-TP",48616724,"0,029"
"Poland - Non-TP",48616725,"0,029"
"Poland - Non-TP",48616726,"0,029"
"Poland - Non-TP",48616728,"0,029"
"Poland - Non-TP",48616731,"0,029"
"Poland - Non-TP",48616732,"0,029"
"Poland - Non-TP",48616733,"0,029"
"Poland - Non-TP",48616735,"0,029"
"Poland - Non-TP",48616741,"0,029"
"Poland - Non-TP",48616742,"0,029"
"Poland - Non-TP",48616743,"0,029"
"Poland - Non-TP",48616745,"0,029"
"Poland - Non-TP",48616746,"0,029"
"Poland - Non-TP",48616747,"0,029"
"Poland - Non-TP",48616748,"0,029"
"Poland - Non-TP",4861677,"0,029"
"Poland - Non-TP",4861678,"0,029"
"Poland - Non-TP",48616791,"0,029"
"Poland - Non-TP",48616792,"0,029"
"Poland - Non-TP",48616794,"0,029"
"Poland - Non-TP",48616795,"0,029"
"Poland - Non-TP",48616796,"0,029"
"Poland - Non-TP",4861880,"0,029"
"Poland - Non-TP",4861889,"0,029"
"Poland - Non-TP",48623071,"0,029"
"Poland - Non-TP",48623072,"0,029"
"Poland - Non-TP",48623322,"0,029"
"Poland - Non-TP",48623323,"0,029"
"Poland - Non-TP",48623325,"0,029"
"Poland - Non-TP",48623326,"0,029"
"Poland - Non-TP",4862333,"0,029"
"Poland - Non-TP",4862500,"0,029"
"Poland - Non-TP",4862502,"0,029"
"Poland - Non-TP",4862503,"0,029"
"Poland - Non-TP",4862504,"0,029"
"Poland - Non-TP",4862505,"0,029"
"Poland - Non-TP",4862508,"0,029"
"Poland - Non-TP",48625801,"0,029"
"Poland - Non-TP",48625802,"0,029"
"Poland - Non-TP",48625803,"0,029"
"Poland - Non-TP",48625805,"0,029"
"Poland - Non-TP",4862581,"0,029"
"Poland - Non-TP",4862582,"0,029"
"Poland - Non-TP",4862583,"0,029"
"Poland - Non-TP",48625841,"0,029"
"Poland - Non-TP",48625842,"0,029"
"Poland - Non-TP",48625843,"0,029"
"Poland - Non-TP",48625844,"0,029"
"Poland - Non-TP",48625846,"0,029"
"Poland - Non-TP",48625847,"0,029"
"Poland - Non-TP",48625848,"0,029"
"Poland - Non-TP",48625851,"0,029"
"Poland - Non-TP",4862587,"0,029"
"Poland - Non-TP",4862588,"0,029"
"Poland - Non-TP",4862589,"0,029"
"Poland - Non-TP",4862590,"0,029"
"Poland - Non-TP",4862592,"0,029"
"Poland - Non-TP",4862594,"0,029"
"Poland - Non-TP",4862595,"0,029"
"Poland - Non-TP",4862597,"0,029"
"Poland - Non-TP",4862598,"0,029"
"Poland - Non-TP",4862720,"0,029"
"Poland - Non-TP",48627232,"0,029"
"Poland - Non-TP",48627233,"0,029"
"Poland - Non-TP",48627234,"0,029"
"Poland - Non-TP",48627243,"0,029"
"Poland - Non-TP",48627244,"0,029"
"Poland - Non-TP",48627245,"0,029"
"Poland - Non-TP",48627261,"0,029"
"Poland - Non-TP",48627330,"0,029"
"Poland - Non-TP",48627340,"0,029"
"Poland - Non-TP",48845412,"0,029"
"Poland - Non-TP",48845413,"0,029"
"Poland - Non-TP",4884542,"0,029"
"Poland - Non-TP",4884543,"0,029"
"Poland - Non-TP",48845441,"0,029"
"Poland - Non-TP",48845443,"0,029"
"Poland - Non-TP",48846351,"0,029"
"Poland - Non-TP",48846352,"0,029"
"Poland - Non-TP",48848881,"0,029"
"Poland - Non-TP",48848888,"0,029"
"Poland - Non-TP",48853067,"0,029"
"Poland - Non-TP",48853076,"0,029"
"Poland - Non-TP",48853077,"0,029"
"Poland - Non-TP",48853078,"0,029"
"Poland - Non-TP",48248472,"0,029"
"Poland - Non-TP",48249249,"0,029"
"Poland - Non-TP",48255426,"0,029"
"Poland - Non-TP",48257400,"0,029"
"Poland - Non-TP",48257405,"0,029"
"Poland - Non-TP",4825741,"0,029"
"Poland - Non-TP",48257461,"0,029"
"Poland - Non-TP",48257481,"0,029"
"Poland - Non-TP",4825749,"0,029"
"Poland - Non-TP",48257505,"0,029"
"Poland - Non-TP",48257515,"0,029"
"Poland - Non-TP",48257531,"0,029"
"Poland - Non-TP",48257536,"0,029"
"Poland - Non-TP",48756194,"0,029"
"Poland - Non-TP",48756279,"0,029"
"Poland - Non-TP",48756405,"0,029"
"Poland - Non-TP",4875641,"0,029"
"Poland - Non-TP",4875646,"0,029"
"Poland - Non-TP",4875672,"0,029"
"Poland - Non-TP",48758753,"0,029"
"Poland - Non-TP",48758890,"0,029"
"Poland - Non-TP",48763001,"0,029"
"Poland - Non-TP",48765752,"0,029"
"Poland - Non-TP",48767421,"0,029"
"Poland - Non-TP",48767426,"0,029"
"Poland - Non-TP",4876744,"0,029"
"Poland - Non-TP",48767457,"0,029"
"Poland - Non-TP",4876748,"0,029"
"Poland - Non-TP",48767514,"0,029"
"Poland - Non-TP",48767519,"0,029"
"Poland - Non-TP",48767530,"0,029"
"Poland - Non-TP",48767535,"0,029"
"Poland - Non-TP",4876755,"0,029"
"Poland - Non-TP",48767564,"0,029"
"Poland - Non-TP",48767569,"0,029"
"Poland - Non-TP",4876766,"0,029"
"Poland - Non-TP",4876847,"0,029"
"Poland - Non-TP",48768528,"0,029"
"Poland - Non-TP",48768534,"0,029"
"Poland - Non-TP",48768899,"0,029"
"Poland - Non-TP",4877333,"0,029"
"Poland - Non-TP",48775421,"0,029"
"Poland - Non-TP",48447168,"0,029"
"Poland - Non-TP",48447301,"0,029"
"Poland - Non-TP",48447308,"0,029"
"Poland - Non-TP",4844734,"0,029"
"Poland - Non-TP",4844739,"0,029"
"Poland - Non-TP",48447416,"0,029"
"Poland - Non-TP",48447442,"0,029"
"Poland - Non-TP",48447454,"0,029"
"Poland - Non-TP",48447831,"0,029"
"Poland - Non-TP",48448888,"0,029"
"Poland - Non-TP",48468110,"0,029"
"Poland - Non-TP",48468115,"0,029"
"Poland - Non-TP",48468121,"0,029"
"Poland - Non-TP",48468163,"0,029"
"Poland - Non-TP",48468168,"0,029"
"Poland - Non-TP",48468183,"0,029"
"Poland - Non-TP",48468658,"0,029"
"Poland - Non-TP",48468811,"0,029"
"Poland - Non-TP",48468881,"0,029"
"Poland - Non-TP",48468951,"0,029"
"Poland - Non-TP",48468956,"0,029"
"Poland - Non-TP",48483122,"0,029"
"Poland - Non-TP",48483773,"0,029"
"Poland - Non-TP",48483778,"0,029"
"Poland - Non-TP",48483794,"0,029"
"Poland - Non-TP",4848383,"0,029"
"Poland - Non-TP",48483862,"0,029"
"Poland - Non-TP",48483867,"0,029"
"Poland - Non-TP",48486270,"0,029"
"Poland - Non-TP",48486276,"0,029"
"Poland - Non-TP",48632163,"0,029"
"Poland - Non-TP",48632175,"0,029"
"Poland - Non-TP",48632181,"0,029"
"Poland - Non-TP",48632187,"0,029"
"Poland - Non-TP",4863221,"0,029"
"Poland - Non-TP",48632224,"0,029"
"Poland - Non-TP",48632229,"0,029"
"Poland - Non-TP",4863226,"0,029"
"Poland - Non-TP",48632279,"0,029"
"Poland - Non-TP",48632551,"0,029"
"Poland - Non-TP",48633001,"0,029"
"Poland - Non-TP",4863890,"0,029"
"Poland - Non-TP",48653224,"0,029"
"Poland - Non-TP",4865522,"0,029"
"Poland - Non-TP",48655376,"0,029"
"Poland - Non-TP",48655423,"0,029"
"Poland - Non-TP",48656106,"0,029"
"Poland - Non-TP",48656121,"0,029"
"Poland - Non-TP",48656143,"0,029"
"Poland - Non-TP",48656152,"0,029"
"Poland - Non-TP",48656158,"0,029"
"Poland - Non-TP",48656171,"0,029"
"Poland - Non-TP",4865619,"0,029"
"Poland - Non-TP",48672221,"0,029"
"Poland - Non-TP",48672226,"0,029"
"Poland - Non-TP",4867239,"0,029"
"Poland - Non-TP",48673067,"0,029"
"Poland - Non-TP",48673421,"0,029"
"Poland - Non-TP",48673426,"0,029"
"Poland - Non-TP",48814506,"0,029"
"Poland - Non-TP",48814512,"0,029"
"Poland - Non-TP",48814517,"0,029"
"Poland - Non-TP",4881454,"0,029"
"Poland - Non-TP",48814555,"0,029"
"Poland - Non-TP",4881459,"0,029"
"Poland - Non-TP",4881464,"0,029"
"Poland - Non-TP",48814655,"0,029"
"Poland - Non-TP",4881470,"0,029"
"Poland - Non-TP",48814724,"0,029"
"Poland - Non-TP",4881473,"0,029"
"Poland - Non-TP",48814755,"0,029"
"Poland - Non-TP",48814761,"0,029"
"Poland - Non-TP",48814766,"0,029"
"Poland - Non-TP",48814777,"0,029"
"Poland - Non-TP",48814814,"0,029"
"Poland - Non-TP",48815169,"0,029"
"Poland - Non-TP",48815619,"0,029"
"Poland - Non-TP",48815651,"0,029"
"Poland - Non-TP",48815656,"0,029"
"Poland - Non-TP",48818847,"0,029"
"Poland - Non-TP",48825400,"0,029"
"Poland - Non-TP",48825405,"0,029"
"Poland - Non-TP",48825411,"0,029"
"Poland - Non-TP",48825424,"0,029"
"Poland - Non-TP",48825451,"0,029"
"Poland - Non-TP",48825456,"0,029"
"Poland - Non-TP",4882547,"0,029"
"Poland - Non-TP",48825701,"0,029"
"Poland - Non-TP",48843072,"0,029"
"Poland - Non-TP",4884531,"0,029"
"Poland - Non-TP",48845343,"0,029"
"Poland - Non-TP",48845348,"0,029"
"Poland - Non-TP",48845355,"0,029"
"Poland - Non-TP",48845361,"0,029"
"Poland - Non-TP",48845374,"0,029"
"Poland - Non-TP",4891822,"0,029"
"Poland - Non-TP",4891835,"0,029"
"Poland - Non-TP",48918364,"0,029"
"Poland - Non-TP",48918511,"0,029"
"Poland - Non-TP",4891853,"0,029"
"Poland - Non-TP",4891883,"0,029"
"Poland - Non-TP",48918872,"0,029"
"Poland - Non-TP",48918877,"0,029"
"Poland - Non-TP",4894300,"0,029"
"Poland - Non-TP",48947102,"0,029"
"Poland - Non-TP",48947107,"0,029"
"Poland - Non-TP",48947130,"0,029"
"Poland - Non-TP",48947135,"0,029"
"Poland - Non-TP",48947151,"0,029"
"Poland - Non-TP",48947183,"0,029"
"Poland - Non-TP",4894720,"0,029"
"Poland - Non-TP",48947214,"0,029"
"Poland - Non-TP",4894722,"0,029"
"Poland - Non-TP",4894733,"0,029"
"Poland - Non-TP",48947478,"0,029"
"Poland - Non-TP",48948889,"0,029"
"Poland - Non-TP",48957111,"0,029"
"Poland - Non-TP",48958881,"0,029"
"Poland - Non-TP",48222696,"0,029"
"Poland - Non-TP",4822290,"0,029"
"Poland - Non-TP",48222950,"0,029"
"Poland - Non-TP",48222956,"0,029"
"Poland - Non-TP",4822299,"0,029"
"Poland - Non-TP",48223005,"0,029"
"Poland - Non-TP",4822301,"0,029"
"Poland - Non-TP",4822306,"0,029"
"Poland - Non-TP",48223086,"0,029"
"Poland - Non-TP",482231,"0,029"
"Poland - Non-TP",48223501,"0,029"
"Poland - Non-TP",48223509,"0,029"
"Poland - Non-TP",4822355,"0,029"
"Poland - Non-TP",4822360,"0,029"
"Poland - Non-TP",48223650,"0,029"
"Poland - Non-TP",48223655,"0,029"
"Poland - Non-TP",4822366,"0,029"
"Poland - Non-TP",4822372,"0,029"
"Poland - Non-TP",4822377,"0,029"
"Poland - Non-TP",48223784,"0,029"
"Poland - Non-TP",48223789,"0,029"
"Poland - Non-TP",4822383,"0,029"
"Poland - Non-TP",48223881,"0,029"
"Poland - Non-TP",48223888,"0,029"
"Poland - Non-TP",4822392,"0,029"
"Poland - Non-TP",4822397,"0,029"
"Poland - Non-TP",48223984,"0,029"
"Poland - Non-TP",48223989,"0,029"
"Poland - Non-TP",4822421,"0,029"
"Poland - Non-TP",4859713,"0,029"
"Poland - Non-TP",48597154,"0,029"
"Poland - Non-TP",48597210,"0,029"
"Poland - Non-TP",48597216,"0,029"
"Poland - Non-TP",48597223,"0,029"
"Poland - Non-TP",48597229,"0,029"
"Poland - Non-TP",48597235,"0,029"
"Poland - Non-TP",48597253,"0,029"
"Poland - Non-TP",4859726,"0,029"
"Poland - Non-TP",48597284,"0,029"
"Poland - Non-TP",48598881,"0,029"
"Poland - Non-TP",48296942,"0,029"
"Poland - Non-TP",48297531,"0,029"
"Poland - Non-TP",48297620,"0,029"
"Poland - Non-TP",48297696,"0,029"
"Poland - Non-TP",48297712,"0,029"
"Poland - Non-TP",4829925,"0,029"
"Poland - Non-TP",48323089,"0,029"
"Poland - Non-TP",48323178,"0,029"
"Poland - Non-TP",48323322,"0,029"
"Poland - Non-TP",48324132,"0,029"
"Poland - Non-TP",48324137,"0,029"
"Poland - Non-TP",48324281,"0,029"
"Poland - Non-TP",48324287,"0,029"
"Poland - Non-TP",48324401,"0,029"
"Poland - Non-TP",48324410,"0,029"
"Poland - Non-TP",48324417,"0,029"
"Poland - Non-TP",48324422,"0,029"
"Poland - Non-TP",48324427,"0,029"
"Poland - Non-TP",4832450,"0,029"
"Poland - Non-TP",4832464,"0,029"
"Poland - Non-TP",48324932,"0,029"
"Poland - Non-TP",48324941,"0,029"
"Poland - Non-TP",48324947,"0,029"
"Poland - Non-TP",48325555,"0,029"
"Poland - Non-TP",48326302,"0,029"
"Poland - Non-TP",48334826,"0,029"
"Poland - Non-TP",48334832,"0,029"
"Poland - Non-TP",4833485,"0,029"
"Poland - Non-TP",48334892,"0,029"
"Poland - Non-TP",48343766,"0,029"
"Poland - Non-TP",4834389,"0,029"
"Poland - Non-TP",48343905,"0,029"
"Poland - Non-TP",48343921,"0,029"
"Poland - Non-TP",48343992,"0,029"
"Poland - Non-TP",48345345,"0,029"
"Poland - Non-TP",48391407,"0,029"
"Poland - Non-TP",48412302,"0,029"
"Poland - Non-TP",48412308,"0,029"
"Poland - Non-TP",48412412,"0,029"
"Poland - Non-TP",48412417,"0,029"
"Poland - Non-TP",4841246,"0,029"
"Poland - Non-TP",4841256,"0,029"
"Poland - Non-TP",48412606,"0,029"
"Poland - Non-TP",48412781,"0,029"
"Poland - Non-TP",48412786,"0,029"
"Poland - Non-TP",4841310,"0,029"
"Poland - Non-TP",48413125,"0,029"
"Poland - Non-TP",48413145,"0,029"
"Poland - Non-TP",48413300,"0,029"
"Poland - Non-TP",48413336,"0,029"
"Poland - Non-TP",48413666,"0,029"
"Poland - Non-TP",48523354,"0,029"
"Poland - Non-TP",48523359,"0,029"
"Poland - Non-TP",4852369,"0,029"
"Poland - Non-TP",4852512,"0,029"
"Poland - Non-TP",48525153,"0,029"
"Poland - Non-TP",48525158,"0,029"
"Poland - Non-TP",4852517,"0,029"
"Poland - Non-TP",48525631,"0,029"
"Poland - Non-TP",4852565,"0,029"
"Poland - Non-TP",48525673,"0,029"
"Poland - Non-TP",48525681,"0,029"
"Poland - Non-TP",4852580,"0,029"
"Poland - Non-TP",4852585,"0,029"
"Poland - Non-TP",48525873,"0,029"
"Poland - Non-TP",48525881,"0,029"
"Poland - Non-TP",48525894,"0,029"
"Poland - Non-TP",48542811,"0,029"
"Poland - Non-TP",48542816,"0,029"
"Poland - Non-TP",48543067,"0,029"
"Poland - Non-TP",4854414,"0,029"
"Poland - Non-TP",48544210,"0,029"
"Poland - Non-TP",4854423,"0,029"
"Poland - Non-TP",48544254,"0,029"
"Poland - Non-TP",48544411,"0,029"
"Poland - Non-TP",4854444,"0,029"
"Poland - Non-TP",4855255,"0,029"
"Poland - Non-TP",48555333,"0,029"
"Poland - Non-TP",48555888,"0,029"
"Poland - Non-TP",4855613,"0,029"
"Poland - Non-TP",48556154,"0,029"
"Poland - Non-TP",48556182,"0,029"
"Poland - Non-TP",48556187,"0,029"
"Poland - Non-TP",48556211,"0,029"
"Poland - Non-TP",48556216,"0,029"
"Poland - Non-TP",48556222,"0,029"
"Poland - Non-TP",48556232,"0,029"
"Poland - Non-TP",48566462,"0,029"
"Poland - Non-TP",485666,"0,029"
"Poland - Non-TP",48566812,"0,029"
"Poland - Non-TP",48566817,"0,029"
"Poland - Non-TP",4856690,"0,029"
"Poland - Non-TP",4856697,"0,029"
"Poland - Non-TP",48566995,"0,029"
"Poland - Non-TP",48583333,"0,029"
"Poland - Non-TP",48583339,"0,029"
"Poland - Non-TP",48583513,"0,029"
"Poland - Non-TP",48583542,"0,029"
"Poland - Non-TP",48583547,"0,029"
"Poland - Non-TP",48583555,"0,029"
"Poland - Non-TP",48585000,"0,029"
"Poland - Non-TP",48585005,"0,029"
"Poland - Non-TP",48585615,"0,029"
"Poland - Non-TP",48585853,"0,029"
"Poland - Non-TP",48586215,"0,029"
"Poland - Non-TP",48586704,"0,029"
"Poland - Non-TP",48586709,"0,029"
"Poland - Non-TP",4858699,"0,029"
"Poland - Non-TP",48587121,"0,029"
"Poland - Non-TP",48587128,"0,029"
"Poland - Non-TP",48587172,"0,029"
"Poland - Non-TP",48587177,"0,029"
"Poland - Non-TP",4858722,"0,029"
"Poland - Non-TP",48587273,"0,029"
"Poland - Non-TP",48587279,"0,029"
"Poland - Non-TP",48587286,"0,029"
"Poland - Non-TP",48146401,"0,029"
"Poland - Non-TP",48146466,"0,029"
"Poland - Non-TP",4814648,"0,029"
"Poland - Non-TP",4814656,"0,029"
"Poland - Non-TP",48146585,"0,029"
"Poland - Non-TP",4814682,"0,029"
"Poland - Non-TP",48146870,"0,029"
"Poland - Non-TP",48146875,"0,029"
"Poland - Non-TP",4814688,"0,029"
"Poland - Non-TP",4814690,"0,029"
"Poland - Non-TP",48146918,"0,029"
"Poland - Non-TP",48146934,"0,029"
"Poland - Non-TP",48146971,"0,029"
"Poland - Non-TP",4814699,"0,029"
"Poland - Non-TP",48147875,"0,029"
"Poland - Non-TP",4815600,"0,029"
"Poland - Non-TP",4815642,"0,029"
"Poland - Non-TP",4815647,"0,029"
"Poland - Non-TP",48156490,"0,029"
"Poland - Non-TP",48156497,"0,029"
"Poland - Non-TP",48158101,"0,029"
"Poland - Non-TP",48158109,"0,029"
"Poland - Non-TP",48158135,"0,029"
"Poland - Non-TP",48158141,"0,029"
"Poland - Non-TP",48158147,"0,029"
"Poland - Non-TP",48158161,"0,029"
"Poland - Non-TP",48158167,"0,029"
